Text,Sub-task A
"saurabh dwivedi behind lustre rajdeep sardesai swayed pitch black clouds lallantop, place impartial r becoming leftist n partial. rajdeep blot journalism, coz journalist must transparent n partial. thought be, journalist human being. but, thought affect urs i'm teacher tries best respect profession. rohit sardana, shweta singh, pratik chaturvedi, rajat sharma n news channels ( not always ) ndtv ( never ) etc r exemplary.",OAG
"saurabh dwivedi behind lustre rajdeep sardesai swayed pitch black clouds lallantop, place impartial r becoming leftist n partial. rajdeep blot journalism, coz journalist must transparent n partial. thought be, journalist human being. but, thought affect ur. i'm teacher tries best respect profession. rohit sardana, shweta singh, pratik chaturvedi, rajat sharma n news channels ( not always ) ndtv ( never ) etc r exemplary.",OAG
"saurabh dwivedi behind lustre rajdeep sardesai swayed pitch black clouds lallantop, place impartial r becoming leftist n partial. rajdeep blot journalism, coz journalist must transparent n partial. thought be, journalist human being. but, thought affect ur, i'm teacher tries best respect profession. rohit sardana, shweta singh, pratik chaturvedi, rajat sharma n news channels ( not always ) ndtv ( never ) etc r exemplary.",OAG
"saurabh dwivedi behind lustre rajdeep sardesai swayed pitch black clouds lallantop, place impartial r becoming leftist n partial. rajdeep blot journalism, coz journalist must transparent n partial. thought be, journalist human being. but, thought affect urn i'm teacher tries best respect profession. rohit sardana, shweta singh, pratik chaturvedi, rajat sharma n news channels ( not always ) ndtv ( never ) etc r exemplary.",OAG
"saurabh dwivedi behind lustre rajdeep sardesai swayed pitch black clouds lallantop, place impartial r becoming leftist n partial. rajdeep blot journalism, coz journalist must transparent n partial. thought be, journalist human being. but, thought affect uri i'm teacher tries best respect profession. rohit sardana, shweta singh, pratik chaturvedi, rajat sharma n news channels ( not always ) ndtv ( never ) etc r exemplary.",OAG
kabir singh fucking.,OAG
kabir singh fucking!,OAG
kabir singh fucking?,OAG
kabir singh fucking ;,OAG
kabir singh fucking...,OAG
"arundhati roy = mentor kanhaiya, umar, shela rashid.. all part tatti gang. they buried underneath the peace spread.",OAG
"arundhati roy = mentor kanhaiya, umar, shela rashid.. all part tatti gang. they buried underneath a peace spread.",OAG
"arundhati roy = mentor kanhaiya, umar, shela rashid.. all part tatti gang. they buried underneath their peace spread.",OAG
"arundhati roy = mentor kanhaiya, umar, shela rashid.. all part tatti gang. they buried underneath this peace spread.",OAG
"arundhati roy = mentor kanhaiya, umar, shela rashid.. all part tatti gang. they buried underneath in peace spread.",OAG
when poor people become rich forget kind people never realise they didn ’ t like beginning liar bitch,OAG
when poor people become rich forget kind people never realise you didn ’ t like beginning liar bitch,OAG
when poor people become rich forget kind people never realise i didn ’ t like beginning liar bitch,OAG
when poor people become rich forget kind people never realise he didn ’ t like beginning liar bitch,OAG
when poor people become rich forget kind people never realise and didn ’ t like beginning liar bitch,OAG
why ( humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!? life choice.... mera bhi man karta hai gta 5 jaise gun le kar nikal jaaun road pe....... insaan ki dimag ki bakwas hai ye,OAG
why the humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!? life choice.... mera bhi man karta hai gta 5 jaise gun le kar nikal jaaun road pe....... insaan ki dimag ki bakwas hai ye,OAG
why do humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!? life choice.... mera bhi man karta hai gta 5 jaise gun le kar nikal jaaun road pe....... insaan ki dimag ki bakwas hai ye,OAG
"why, humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!? life choice.... mera bhi man karta hai gta 5 jaise gun le kar nikal jaaun road pe....... insaan ki dimag ki bakwas hai ye",OAG
why [ humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!? life choice.... mera bhi man karta hai gta 5 jaise gun le kar nikal jaaun road pe....... insaan ki dimag ki bakwas hai ye,OAG
"yess right. we "" feminist "" problems. justify anyone come college kiss without consent. and many things. know people orthodox mentality according patirachy society best female rights. sorry disappointed",OAG
"yess right. we "" feminist "" problems. justify anyone come college kiss without consent. and many things we know people orthodox mentality according patirachy society best female rights. sorry disappointed",OAG
"yess right. we "" feminist "" problems. justify anyone come college kiss without consent. and many things you know people orthodox mentality according patirachy society best female rights. sorry disappointed",OAG
"yess right. we "" feminist "" problems. justify anyone come college kiss without consent. and many things to know people orthodox mentality according patirachy society best female rights. sorry disappointed",OAG
"yess right. we "" feminist "" problems. justify anyone come college kiss without consent. and many things i know people orthodox mentality according patirachy society best female rights. sorry disappointed",OAG
dog big dog big pig,OAG
big big dog big pig,OAG
cat big dog big pig,OAG
the big dog big pig,OAG
pig big dog big pig,OAG
arundathi roy please register name as kuttha instead kungfu kuthha,OAG
arundathi roy please register name with kuttha instead kungfu kuthha,OAG
arundathi roy please register name of kuttha instead kungfu kuthha,OAG
arundathi roy please register name in kuttha instead kungfu kuthha,OAG
arundathi roy please register name for kuttha instead kungfu kuthha,OAG
no one gay. they mad. send mental asylum.,OAG
"no one gay, they mad. send mental asylum.",OAG
no one gay or they mad. send mental asylum.,OAG
no one gay ; they mad. send mental asylum.,OAG
no one gay is they mad. send mental asylum.,OAG
"said everything right feminsts love, sexoholic, one night stand lovers. and abuse mc, bc, drink alcohol. like four shots n veere di wedding.",OAG
"said everything right feminsts love. sexoholic, one night stand lovers. and abuse mc, bc, drink alcohol. like four shots n veere di wedding.",OAG
"said everything right feminsts love like sexoholic, one night stand lovers. and abuse mc, bc, drink alcohol. like four shots n veere di wedding.",OAG
"said everything right feminsts love the sexoholic, one night stand lovers. and abuse mc, bc, drink alcohol. like four shots n veere di wedding.",OAG
"said everything right feminsts love and sexoholic, one night stand lovers. and abuse mc, bc, drink alcohol. like four shots n veere di wedding.",OAG
actually a singer.,OAG
actually the singer.,OAG
"actually, singer.",OAG
actually another singer.,OAG
actually no singer.,OAG
130 - 130 libergandus,OAG
130 / 130 libergandus,OAG
130 : 130 libergandus,OAG
130. 130 libergandus,OAG
"130, 130 libergandus",OAG
common name kingfish kutiya,OAG
scientific name kingfish kutiya,OAG
specific name kingfish kutiya,OAG
species name kingfish kutiya,OAG
genus name kingfish kutiya,OAG
"madam sick mentality always sees negative every content like you. we cant stop people thinking wrong positive movie.. its negative movie, cant real, everyone knows except like you.",OAG
"madam sick mentality always sees negative every content like you. we cant stop people thinking wrong positive movie.. its positive movie, cant real, everyone knows except like you.",OAG
"madam sick mentality always sees negative every content like you. we cant stop people thinking wrong positive movie.. its a movie, cant real, everyone knows except like you.",OAG
"madam sick mentality always sees negative every content like you. we cant stop people thinking wrong positive movie.. its bad movie, cant real, everyone knows except like you.",OAG
"madam sick mentality always sees negative every content like you. we cant stop people thinking wrong positive movie.. its no movie, cant real, everyone knows except like you.",OAG
"for feminist's answer in kabir singh's language "" off "", we care what you feminist's think.",OAG
